Transaction.Output.ID,Transaction.Output.Address,Transactions.Output.Value
7043316,2466623,4.38507963966398e-315
7043606,3549918,2.09432770967915e-311
7044796,1254067,2.10165262515205e-315
7045062,2799935,2.03422834119766e-317
7046391,2152979,6.67877129780538e-316
7046482,5804290,1.80125217996687e-317
7047376,2763409,4.94065645841247e-317
7047397,5274747,8.21638667962366e-315
7048222,2558284,2.62632679386678e-315
7048686,1351971,4.94065645841247e-315
7049150,3247205,4.94065645841247e-318
7049596,633197,1.09827620279745e-314
7049680,142667,6.89223947463639e-317
7049808,142667,3.95252516672997e-319
7050589,891903,1.68476385231865e-315
7050637,342759,1.97626258336499e-319
7050715,2355896,1.97981787975246e-315
7050890,3247205,9.88131291682493e-318
7051051,3247203,7.26558116804762e-319
7051366,5588746,1.97626258336499e-319
7051408,5842517,4.91595268205476e-317
7051514,1762183,3.11781132713905e-315
7052066,3787340,5.00488499237183e-316
7052327,5599634,1.220549553986e-316
7052509,3247203,5.92878775009496e-316
7052615,437935,3.75489890839347e-319
7053155,817094,3.30044155331482e-314
7053157,5800381,2.01647952693646e-314
7053422,3452016,2.56353228050381e-316
7053429,4321623,8.00026666472647e-318
7053668,142667,4.94065645841247e-320
7053732,3247190,4.94065645841247e-318
7054977,6436658,7.40609343772487e-315
7055783,6100931,1.40808709064755e-319
7056020,3247203,2.47032822920623e-318
7056157,3163520,1.21736619021672e-313
7056377,3404055,4.94065645841247e-324
7056517,776127,1.60324302075485e-316
7056639,3247200,1.58101006669199e-317
7056835,3247203,7.26558116804762e-319
7056876,5943622,7.90505033345994e-320
7057560,3247203,9.88131291682493e-318
7058476,971659,9.65704318040515e-317
7058957,1706524,7.90505033345994e-320
7059647,2703430,2.22329540628561e-318
7059781,3247215,2.47032822920623e-316
7059955,3247200,3.70549234380935e-316
7060397,5805708,4.94065645841247e-318
7060498,561201,4.95416421316977e-318
7060828,2591067,4.99457384234312e-318
7060953,5018489,1.2088748815879e-318
7061996,3247203,9.88131291682493e-318
7062354,3989633,6.64852361083569e-315
7062889,3247203,7.4109846876187e-317
7064005,3247203,9.88131291682493e-317
7065440,4746992,4.43627007766898e-316
7065472,5502295,4.84184332924422e-318
7065496,6145918,7.90505033345994e-319
7065714,2199315,1.18575755001899e-318
7066580,2169963,1.10091956170901e-316
7066683,5102933,7.7439375026137e-317
7067097,3978006,8.56250348838089e-315
7067301,1742184,2.8118264036117e-315
7067337,5307038,1.23516411460312e-314
7067812,5972092,1.38845356416716e-316
7067866,3247202,4.94065645841247e-319
7068058,4550794,8.70765389812161e-315
7068142,4550794,4.91595268205476e-317
7068604,1125680,5.44844329537002e-317
7068758,6058415,2.47032822920623e-321
7069049,741510,4.94065645841247e-320
7069049,2598995,4.94065645841247e-320
7069051,2909637,1.19563886293582e-317
7069051,3028965,4.94065645841247e-320
7070269,2763408,2.47032822920623e-315
7070352,1275569,4.94065645841247e-324
7070414,5243433,2.39078366022579e-315
7070598,723696,6.60598045798389e-316
7071242,3247206,1.48219693752374e-315
7072597,3366083,1.18575755001899e-319
7072728,3142579,4.94065645841247e-324
7073989,4581734,2.44562445284852e-317
7074075,3247202,4.94065645841247e-319
7074640,5936183,3.9354265428587e-317
7074787,3247203,4.94065645841247e-318
7076222,1572980,1.95155880700728e-317
7076589,3247205,1.48219693752374e-318
7076652,4800819,4.94065645841247e-324
7076720,3247203,7.90505033345994e-317
7077307,3247215,2.47032822920623e-317
7077978,3055034,1.14925341096288e-316
7078412,6020103,2.19365146753513e-318
7078607,1794692,4.94065645841247e-319
7078736,601387,7.86056541368818e-315
7079059,6436658,3.20011699779137e-314
7080104,2703430,1.96638127044816e-316
7080124,2703430,6.8181059126092e-317
7080329,2140114,8.49940280747786e-316
7081429,2153102,4.94065645841247e-318
7081802,3854418,4.94065645841247e-320
7081802,5261306,4.94065645841247e-320
7081804,2206128,4.94065645841247e-319
7081804,5332295,1.48219693752374e-319
7081804,5549982,1.48219693752374e-319
7082764,1802173,4.95654560958272e-318
7082859,2925729,1.52214214499e-314
7082898,4396956,1.41018904353122e-316
7083203,2052673,1.97601555054207e-315
7083354,119478,3.95252516672997e-320
7083546,2786047,1.18575755001899e-319
7084428,5884350,4.96101690367758e-318
7084461,2332193,8.36947006428813e-317
7084649,370294,7.4989333132349e-315
7085099,3247203,5.92878775009496e-317
7085341,4581734,1.10608946462709e-315
7086793,625272,2.65158955115553e-316
7086797,3527738,1.77369566857008e-317
7086929,4401716,1.47478595283612e-316
7087170,3900563,3.95252516672997e-320
7087846,4767850,1.18575755001899e-319
7089436,142667,6.89223947463639e-317
7089867,6436658,1.25459082520416e-316
7090698,5152303,2.07820660653093e-315
7091471,2468368,2.77058817694371e-315
7092873,3694746,2.82612851711439e-316
7093649,949793,9.83190635224081e-317
7093756,2197204,1.14579228348751e-316
7094345,2197204,4.94065645841247e-324
7094413,2197204,1.62740925368988e-317
7094463,2197204,1.62740925368988e-317
7094612,28587,6.27710403041304e-316
7094682,5714077,2.85692323356715e-317
7094699,1332488,5.06013200576857e-316
7094889,5486271,1.66450716083916e-320
7095199,6316032,1.01041365230993e-317
7095483,6436658,7.05033229957849e-315
7096324,4373997,4.94067128038184e-318
7096504,2763408,2.07507571253324e-315
7096633,6437576,5.09220615461781e-318
7097761,5599634,2.44562445284852e-317
7097869,2465919,2.47032822920623e-322
7098304,6244372,4.790890635628e-316
7098891,1724375,8.03553010613274e-315
7098894,5850173,9.88131291682493e-314
7099938,2196791,3.95252516672997e-320
7100981,3247203,4.94065645841247e-318
7101116,3927762,4.94065645841247e-324
7101231,341753,5.66199230134069e-317
7101281,4042401,5.18768434067663e-318
7102156,3247203,4.94065645841247e-318
7103166,4401716,1.97177134878066e-315
7103700,414068,2.47032822920623e-319
7103702,3481581,9.88131291682493e-320
7104373,6133475,4.94065645841247e-318
7104397,6397482,6.60801684835636e-317
7104521,4581734,2.94103430309241e-316
7104829,3213051,7.4109846876187e-318
7105211,3247203,2.47032822920623e-318
7105683,6436658,1.38694345400284e-314
7106349,1259073,2.4705559440624e-316
7106430,2775658,1.34994840983883e-317
7106464,3439185,5.0959131242179e-315
7107441,3611177,3.33099834109232e-316
7107918,5406762,3.95252516672997e-320
7108273,2355896,2.22329540628561e-318
7108303,6453137,4.94065645841247e-315
7108459,2616530,2.26792119405432e-316
7108961,5325311,4.45733179971181e-316
7109086,3983419,8.89318162514244e-318
7109555,4513849,9.63427515324785e-318
7109795,5841878,4.94065645841247e-318
7110674,1687680,4.94065645841247e-324
7111078,3247203,2.71736105212686e-316
7111192,4254803,7.99309283154885e-315
7111249,6436658,2.37213268209528e-314
7111280,6188457,9.77643745396252e-316
7111307,4697623,1.06626925576922e-317
7111395,396825,6.10426010487194e-318
7111503,2763409,4.94065645841247e-317
7112009,3720640,3.9354265428587e-317
7112081,3720640,4.94065645841247e-324
7112102,3720640,5.63273571005655e-316
7112555,4159023,4.91595268205476e-317
7112830,5635962,3.66798391751494e-316
7113196,601387,4.69361869483538e-318
7113336,3247209,4.94065645841247e-317
7113998,5040217,2.15111735608466e-315
7114066,536068,6.91691904177745e-319
7115198,3812352,9.86006809405376e-316
7116254,6219208,4.94065645841247e-324
7117487,3526278,5.41666845148903e-317
7117686,949793,4.7952035322768e-319
7118581,5828098,5.90210326456307e-318
7118973,152057,6.4228533959362e-317
7120382,3983419,4.65012609603198e-316
7121189,1848178,1.55620639026069e-316
7121412,5802983,1.99771842602009e-314
7121586,3247205,4.94065645841247e-317
7121997,5599634,5.87434547082216e-315
7122058,5286472,3.68503318422819e-315
7122218,4844393,3.67402036216926e-315
7122368,2379889,7.4109846876187e-320
7122565,847968,5.20686396904819e-318
7122723,1208437,8.83908311674602e-315
7123935,1259073,3.27071457546905e-316
7123952,4230392,6.24423878365168e-317
7124206,3247200,9.88131291682493e-317
7125402,3247203,1.97626258336499e-318
7125484,601387,7.41093528105411e-319
7125639,2765318,4.94065645841247e-318
7125940,1848178,3.00390479881105e-317
7126327,2777290,7.31947384869598e-318
7126737,601387,3.50131437975648e-316
7126923,2080592,1.78308291584106e-314
7127558,1948726,1.06033510740687e-315
7127624,4164801,1.98395182582434e-316
7127836,332585,1.77731317967994e-314
7128047,4401716,2.6908465745837e-316
7128334,1786829,4.94065645841247e-324
7128954,4226787,5.12258131052413e-318
7129249,2140114,3.14472215402461e-316
7129840,68202,2.76676761671098e-318
7129840,1547695,2.47032822920623e-319
7130256,5785734,1.62154044056853e-315
7130372,4159023,2.50958683364447e-316
7130440,5960771,4.48127728411628e-316
7130481,6327767,1.34287042539651e-320
7130646,234398,4.94065645841247e-324
7130839,3247215,2.47032822920623e-316
7131226,6436658,1.48811359398597e-314
7131499,6436658,5.5091283905174e-315
7131790,551064,4.94065645841247e-324
7132041,404990,4.69361869483538e-318
7132084,4159023,4.69361869483538e-318
7132210,5701621,4.94065645841247e-324
7132242,1810006,4.94065645841247e-318
7132713,3247203,9.88131291682493e-318
7132743,4015757,4.94500917675233e-316
7132984,3247180,2.47032822920623e-317
7132991,533634,4.20974433869716e-316
7133127,3247193,4.94065645841247e-318
7133131,65710,2.27270197086973e-319
7133931,6436658,3.05983811879643e-316
7133934,6038303,8.05327002721232e-316
7134150,3247200,1.97626258336499e-317
7134367,551064,4.94065645841247e-324
7134725,250811,6.70447081406572e-317
7134871,991620,6.07700744384733e-316
7135063,2366215,6.5901736675568e-318
7135419,2880974,5.29151717680663e-318
7135716,1988510,5.66285691622091e-318
7136189,6436658,1.35446438229005e-315
7137743,1066393,4.94065645841247e-320
7137959,2616530,1.55630629033428e-317
7138492,2192430,1.31921979936948e-316
7140551,4816125,3.30048598315615e-317
7140551,6005417,3.72335479316909e-317
7140622,142667,2.57383735352507e-315
7141491,2763408,1.09682573376757e-315
7141830,1583412,1.18575755001899e-319
7141883,625272,1.65776898980739e-315
7142521,513437,2.47022447542061e-314
7142939,973249,4.94065645841247e-324
7143220,5014761,3.80455250580052e-316
7143517,2330060,4.94065645841247e-318
7143912,3247206,9.88131291682493e-317
7144720,1623195,1.89432174442176e-313
7144732,5773348,4.94065645841247e-318
7144811,1281902,5.06687046829907e-318
7144856,3247194,1.48219693752374e-318
7146231,6347899,1.53160350210786e-316
7147062,6332435,6.58374735570134e-317
7147423,1762183,3.92839104806192e-315
7147445,1572980,3.35362560894713e-316
7148111,4325944,4.0328442824234e-315
7149595,408360,2.47027882264165e-319
7150330,1572980,1.03347144402786e-315
7150756,3506688,4.95728670805148e-318
7150866,3247203,2.01190941971243e-318
7151570,47795,3.9354265428587e-317
7151863,3247202,1.63041663127611e-316
7152532,3112387,4.94065645841247e-318
7152674,1602572,1.97626258336499e-314
7153381,1850375,4.94065645841247e-324
7153615,727163,9.65329173995628e-318
7153667,3433874,2.50358556646413e-316
7153678,3247203,4.94065645841247e-318
7154146,6245728,2.39251288998624e-317
7154150,4718115,4.52815701912394e-315
7154380,3338576,5.3879810238289e-317
7154761,3197135,4.94065645841247e-316
7155007,2401187,2.64939802417027e-316
7155703,1653887,1.35893295819383e-311
7156116,3498333,8.66838175628467e-316
7156472,3247180,4.94065645841247e-319
7157380,3108369,5.92878775009496e-316
7158442,240489,3.51049965299144e-315
7158658,637374,4.94190644449644e-318
7158695,3886168,4.94065645841247e-320
7158695,4376446,4.94065645841247e-320
7158959,638736,4.36847811994227e-315
7159111,2038508,2.47032822920623e-316
7159426,4409801,1.26659225103963e-311
7159532,5163173,1.22844700015511e-314
7159810,576428,8.04832937075391e-317
7160463,6046383,7.4109846876187e-316
7160515,5531817,9.77116592174108e-317
7160584,555320,2.36155061166375e-314
7160854,3402644,5.58323971959053e-317
7161050,1600990,3.81031316073863e-312
7162481,5383149,1.00315414814933e-316
7162793,2404325,3.90887100846038e-317
7163162,2470584,1.44665235823945e-313
7165178,6436658,2.80826913096165e-315
7165225,6436658,8.0022824525615e-315
7165372,4660784,1.41626392649279e-316
7166723,4320920,2.44463681562249e-320
7167954,3966586,6.75505789910401e-315
7167961,3368205,1.31897279619049e-315
7168435,4706340,2.47032822920623e-319
7168681,1676235,1.82777800224538e-314
7168910,142667,4.94065645841247e-320
7169775,2192809,1.48219693752374e-319
7170690,3249258,4.96729647803623e-317
7171652,6436658,1.18952683760119e-314
7172736,3247203,8.39911597930119e-317
7173034,3247202,3.95252516672997e-317
7173110,5551289,3.06435007449395e-316
7173706,2153102,4.94065645841247e-318
7173999,4550794,2.81016377390032e-316
7174081,4421839,1.90289383495756e-319
7174281,4969965,5.56397461786224e-318
7174592,226572,7.36203266342875e-315
7175108,4581734,7.41093528105411e-319
7175840,754446,4.94065645841247e-324
7176291,4320920,4.94065645841247e-324
7176529,1792592,2.53603896010312e-320
7177491,6264906,2.67190869253266e-316
7178176,136446,4.94065645841247e-324
7178641,3247193,4.94065645841247e-319
7178933,4783148,7.32909646884064e-316
7178933,5792571,1.09872608316445e-315
7179064,2763408,4.94065645841247e-318
7179325,2320075,9.34134857248503e-319
7179341,2763408,5.38531553966959e-317
7179772,4708496,5.78121192269224e-316
7180625,5876858,4.94065645841247e-316
7180785,5138404,4.94065645841247e-324
7181421,3799380,7.65708669086256e-317
7182085,4513849,2.47027882264165e-319
7182910,5301145,3.95252516672997e-320
7183392,2374835,1.72922976044436e-318
7184186,4320920,4.94065645841247e-324
7185393,2332193,2.44562445284852e-317
7185491,625272,2.18253499050371e-318
7186039,2676000,3.34383629105356e-317
7186612,5737564,5.18274862487468e-315
7186773,1613187,3.09300588195274e-315
7187531,2320075,9.71580092546811e-316
7187810,1735213,4.94605165526505e-318
7188499,507588,7.90505033345994e-320
7188728,611676,5.05814329273093e-317
7189317,1948726,2.67870757929164e-316
7189473,404990,2.60071798311836e-316
7189737,2763410,4.94065645841247e-317
7190613,218147,1.71193746283992e-314
7191532,2566551,5.21639449535647e-319
7191971,2191033,6.60598045798389e-316
7192940,8734865,6.4228533959362e-319
7193290,3247205,4.94065645841247e-318
7194284,8867221,4.9945631729955e-314
7194361,9372463,6.8827217940349e-317
7195933,4931268,4.94065645841247e-317
7195961,3247203,1.00295326105773e-315
7196191,3247203,1.97626258336499e-317
7196311,1762183,1.73796326005277e-316
7197812,4550794,2.86078828935194e-315
7198035,142667,1.3080411688798e-315
7198721,7078607,3.46340017734714e-315
7199242,665057,1.18669627474609e-319
7199518,11150163,1.48955456312161e-315
7200767,6587279,1.63041663127611e-318
7201450,8286520,3.4167752023491e-316
7201744,4119096,7.429956808419e-319
7201806,3763468,1.18575755001899e-319
7201942,9093582,2.12647996154722e-313
7202148,10266364,1.30490906936193e-314
7202381,2006638,4.94065645841247e-319
7202973,8713543,4.79117161076079e-316
7203205,9205159,1.10368632932572e-314
7204065,3247205,4.79243676466009e-316
7204243,1920618,9.88081687491651e-317
7204257,3247205,3.70549234380935e-314
7204783,4252018,3.95252516672997e-320
7204961,10986992,9.42183186619257e-318
7205069,9493403,7.58590521553518e-315
7205484,9328476,4.48240862972266e-314
7205562,11096994,1.97626258336499e-315
7205572,9158399,1.05334516793297e-314
7205596,8391457,4.31319308819408e-316
7205781,2663016,3.75489890839347e-317
7206016,6622507,6.83158427046057e-315
7206298,3308044,7.41093528105411e-319
7208522,10951756,2.68006837328232e-312
7208540,6410511,4.66175640133508e-317
7209069,10088413,1.01628300396283e-316
7209415,1151212,4.94065645841247e-320
7209742,949793,5.1377076243372e-316
7210223,2348467,3.79754769248035e-316
7210329,5526965,4.9658886379784e-316
7210331,10072102,8.53904917439758e-315
7210427,10789619,2.03300602278985e-317
7210701,301245,4.78008512351406e-316
7210765,5387444,2.22330034694207e-318
7210980,3247180,2.47032822920623e-317
7211443,9604737,2.43042748764809e-317
7211530,4119096,7.429956808419e-319
7212059,8336961,3.27340723323889e-316
7212085,10289541,1.53054383011066e-314
7212195,7963356,7.57591466964471e-316
7212790,9604737,4.94065645841247e-324
7214081,6034097,1.58101006669199e-319
7214152,3247200,3.95252516672997e-316
7214240,1948726,2.47027882264165e-319
7214267,3860588,4.94065645841247e-318
7214655,3247200,1.23516411460312e-315
7215063,8193646,1.12954276083517e-317
7215173,10934082,2.3573506179082e-314
7216119,4119096,7.4109846876187e-319
7216590,3308044,2.44562445284852e-317
7216894,10271824,1.29455528146799e-315
7217060,404990,2.47027882264165e-319
7217827,3247199,4.94065645841247e-318
7219379,8188948,1.98367265877419e-313
7219588,9684310,3.45796545524288e-315
7220713,4119096,1.31674947114027e-316
7220735,3308044,4.8686710938134e-315
7221168,3247203,4.94065645841247e-317
7221490,7834771,2.51479413733194e-316
7221566,3247202,7.4109846876187e-316
7221683,3402644,9.88131291682493e-321
7222107,232171,3.95252516672997e-320
7222154,6331441,1.26554025864073e-317
7222878,3308044,3.09872232028825e-316
7223140,3247206,4.94065645841247e-318
7224210,4119096,2.52621693506379e-317
7225634,8956734,1.30170487578502e-317
7225649,10902998,4.94065645841247e-324
7226287,6569906,2.45172023478691e-315
7227143,2134536,9.37736595806686e-315
7227321,9041957,1.08694442085074e-316
7228173,3247205,2.47032822920623e-317
7228279,7719713,3.44291592664216e-314
7228749,8664264,2.39538660936236e-311
7229589,4581734,1.14122708727599e-315
7229606,3247202,4.94065645841247e-317
7229905,2736391,4.69361869483538e-318
7230191,7869789,1.91129478446388e-313
7230496,1896094,4.94065645841247e-319
7232118,2315665,1.88723343618133e-317
7232384,1762183,1.73220861562086e-315
7232702,5933646,7.90505033345994e-320
7232855,3727779,3.22517506269493e-317
7232880,6756666,6.76987522426218e-315
7233110,8234331,1.11999386467212e-314
7233376,8534374,4.94065645841247e-316
7233426,3501647,4.67944718758618e-315
7233612,3192903,1.48219693752374e-319
7233865,9954573,1.1570595083466e-313
7234528,6440879,5.98919765067761e-317
7234610,5846768,4.94435206944336e-318
7235366,142667,1.18556861931602e-316
7236578,9192548,4.94065645841247e-319
7237089,2692274,7.4109846876187e-320
7237250,7433574,6.39638942178337e-315
7237897,2763408,9.88131291682493e-317
7238102,3485476,1.18575755001899e-319
7238283,474038,9.78249978765668e-316
7238350,2320075,2.00174233922605e-316
7238396,4055157,1.97626258336499e-319
7238538,9021920,1.93126685968066e-311
7238631,547183,2.63518242156218e-316
7239523,6436658,4.66462393364026e-314
7239879,7391363,1.52970470901777e-316
7240090,3087613,4.94065645841247e-319
7240527,3340738,1.18575755001899e-319
7240889,3247203,1.23516411460312e-316
7241503,7870385,9.88131291682493e-319
7241601,3247190,4.94065645841247e-318
7242128,3247203,4.94065645841247e-317
7242414,638736,6.71321419498704e-316
7242477,8183404,4.94065645841247e-324
7242912,2602319,2.85471821858976e-317
7242912,4838824,2.95148591598423e-317
7243190,11356087,4.94065645841247e-324
7243789,6566212,1.27143000384129e-314
7244857,8384380,4.72279105286756e-315
7245255,4521628,5.18521895310388e-316
7246576,6711844,5.20220740033613e-317
7247066,6436658,3.63136866902387e-314
7247730,6436658,2.43174193991161e-314
7248082,11294442,1.97626258336499e-319
7248305,9052070,2.27526829951239e-314
7248883,89015,3.33509461959937e-315
7249170,9908034,3.90311860214585e-317
7250498,6079185,4.94065645841247e-319
7250628,5650312,4.94065645841247e-318
7250938,10514897,6.95644429344475e-316
7251468,10090872,4.94065645841247e-319
7252170,10848359,1.43279037293961e-314
7252314,3247209,4.7074574735754e-316
7252415,4119096,7.14653605068217e-318
7252653,6795308,1.58101006669199e-319
7252745,6436658,1.39199290223427e-314
7252990,5931518,6.63024980241921e-316
7254126,7224287,3.41893426922143e-317
7254243,6088716,4.91595268205476e-317
7254645,8629700,1.58101006669199e-319
7256017,89016,5.79998116037574e-315
7257121,4513849,2.47027882264165e-319
7257376,7188049,4.94065645841247e-324
7258114,6613930,6.91691904177745e-319
7258451,2763404,1.48219693752374e-314
7258634,2763395,4.94065645841247e-319
7259257,1016538,6.18455960615922e-317
7259270,142667,5.9021951607732e-317
7259431,3308044,9.48903380578436e-315
7259961,6574405,2.96439387504748e-319
7260433,11055390,6.19195675700876e-318
7261159,8132792,3.95252516672997e-319
7261598,259369,1.08694442085074e-318
7262706,7660760,9.88723478765598e-317
7263196,2691120,2.96439387504748e-319
7263556,3247205,9.88131291682493e-317
7263574,9592717,5.65016599278489e-314
7263771,7125379,4.0019317313141e-318
7264552,1770105,4.44659081257122e-317
7265310,10201438,1.15537251279976e-316
7265419,7373220,1.51297207909562e-315
7265754,7719442,1.38338380835549e-318
7266233,2816973,3.29344159517775e-320
7266937,3247205,1.97626258336499e-317
7267033,5828439,1.48501582906609e-316
7267531,9684911,5.44968092981285e-317
7268202,8452322,1.48219693752374e-319
7268250,2298156,3.25835330004293e-316
7268390,6215327,4.75291151299279e-321
7268408,10014487,4.87939231832815e-320
7268790,10372370,7.9221542586556e-315
7268861,5870802,2.47032822920623e-320
7269094,6503516,4.94065645841247e-316
7269186,10839649,3.70549234380935e-317
7270144,10496604,2.86170233055938e-315
7270218,10995467,2.34146906102098e-315
7270410,3247205,2.96439387504748e-317
7271444,9320557,7.73750547935937e-314
7271506,4200084,4.89866087851596e-316
7272220,3247203,3.95252516672997e-316
7272678,6436658,1.29667872917164e-314
7273792,142902,3.38871919058436e-317
7274185,2140114,9.9999881766479e-316
7274693,8715094,2.44537791409125e-315
7274809,4660784,5.3758215742191e-317
7275509,4553888,3.00574716960439e-317
7275901,2360767,1.48219693752374e-319
7276573,6436658,1.32245167544452e-315
7277281,4904956,8.91837897308034e-320
7277435,5635962,7.76891770870025e-316
7278002,9549402,2.23503490009644e-317
7278450,7502142,1.60571334898405e-318
7278922,7336230,4.94065645841247e-324
7279436,6672451,3.95765949692155e-316
7280270,6492891,2.47032822920623e-320
7280270,10197394,2.47032822920623e-320
7280462,601387,4.045409409335e-316
7280893,1948726,2.03135930199226e-317
7281722,4738384,6.61321688927884e-319
7281856,89016,5.00978938441184e-316
7282613,1263824,9.66564338110231e-318
7282628,1762183,1.32476526628824e-315
7282639,805806,4.87986662134816e-317
7282703,805806,4.91026153988031e-317
7282967,7409093,9.88131291682493e-318
7284138,805806,9.87562128058484e-317
7284143,9549402,3.70549234380935e-322
7284666,7647454,1.2644014834728e-313
7284789,7635703,7.66394806210377e-315
7285803,4716020,1.87079883653807e-316
7285922,5189962,9.88131291682493e-317
7286000,601387,2.92159435153206e-316
7287675,9184996,2.50028095898536e-314
7287689,1051083,6.17699644925268e-318
7287703,3622912,9.37736595806686e-315
7288463,9265443,4.94065645841247e-324
7288993,5558892,5.56268510652659e-318
7289647,3969351,1.6760472991619e-316
7289721,3247206,4.94065645841247e-318
7289833,4896541,4.99006302299659e-316
7289839,3138555,2.47032822920623e-317
7290144,3247205,1.72922976044436e-316
7291170,9404654,4.32236304539403e-316
7291603,2634989,6.91691904177745e-319
7292456,7758041,3.16202013338398e-318
7293309,7591063,4.13287296130011e-316
7293374,9200622,9.38724727098368e-319
7293427,8206150,1.18575755001899e-318
7294279,8241008,8.43320650886424e-315
7294324,2866386,1.48219693752374e-319
7294342,10180958,4.94065645841247e-319
7295307,6646714,2.23541325556803e-315
7295446,949793,4.91595268205476e-317
7295703,1989648,8.36912619459863e-318
7295920,7923424,1.23516411460312e-319
7296759,9697987,2.59250177024115e-317
7297350,6436658,1.87886278332389e-314
7297710,7298629,1.87321886888453e-316
7298214,9936251,1.05730048210027e-317
7298297,8946193,1.48219693752374e-319
7298344,10326382,6.85801851174284e-317
7298546,6610485,5.6582040530012e-315
7299055,10090934,4.26433557876218e-316
7299426,900062,2.49626667067224e-315
7299959,4354772,6.18817221416161e-318
7300057,601387,9.63427515324785e-318
7300895,8993018,1.48219693752374e-319
7301178,5245504,6.91691904177745e-317
7301730,4200084,8.96116505801019e-316
7302206,6436658,1.68083462135899e-314
7302729,8486141,2.24575651986372e-315
7303198,9640751,9.65329173995628e-318
7303381,7562522,2.53603896010312e-320
7304606,6436658,1.88846217744254e-314
7304959,5362347,2.47032822920623e-316
7305396,1263824,3.71309601409885e-318
7305418,8448466,9.06561053554103e-315
7306056,1340114,4.44659081257122e-317
7306375,9815163,3.54217169564537e-314
7306454,5928574,5.37839862062781e-319
7306623,6825471,1.97804121969001e-315
7306753,9682911,5.43792364963876e-318
7306966,9979651,2.53180778191213e-315
7307095,2866456,3.16202013338398e-319
7307097,10180410,4.9992575846657e-318
7307293,9306664,1.18575755001899e-319
7307401,8397861,5.16479921996126e-318
7307496,608932,2.17388884170148e-316
7307696,142667,1.33397724377137e-317
7307794,8762673,3.81960174537284e-318
7308165,2736391,2.4579765880602e-316
7309155,10784480,4.94065645841247e-324
7310160,4581734,4.69361869483538e-318
7310297,2567721,8.89318162514244e-317
7311159,811025,3.95252516672997e-320
7312637,10443663,1.73857100170579e-313
7313105,7661169,9.88131291682493e-317
7313325,638736,1.47478595283612e-316
7313703,9054400,1.69263142283222e-315
7315070,4401716,4.54786932931222e-318
7315342,5871833,3.95252516672997e-320
7315379,2900409,2.54147170594479e-317
7316176,5785734,4.69361869483538e-318
7317079,2344585,1.58101006669199e-319
7317096,7816513,3.95765949692155e-316
7317325,2369533,5.22500111890702e-318
7318202,7171229,9.63170601188947e-318
7318242,10664842,9.65329173995628e-318
7318306,1753784,1.18575755001899e-319
7319161,10841899,1.48219693752374e-317
7319308,3388849,8.70588133880402e-319
7319842,8310583,4.44659081257122e-315
7320132,2907046,1.43628045266184e-316
7320368,9243967,9.65329173995628e-318
7320433,3247203,9.88131291682493e-318
7321001,3247203,6.09953683729769e-317
7321280,10381626,9.97127733027616e-318
7321462,3247206,9.68368665848843e-316
7322319,443054,5.38531553966959e-316
7322899,408360,2.22329046562915e-318
7323641,2393922,3.95252516672997e-320
7324080,4581734,3.57085896125196e-317
7324489,7773213,2.02566914794911e-316
7324512,5971207,3.24256765562548e-318
7326027,8915545,1.15265515174763e-320
7326589,3247203,9.88131291682493e-318
7327358,2775658,5.74894785500874e-317
7327476,9968868,1.48219693752374e-319
7328179,9205145,3.49833061850811e-315
7328311,197794,2.96439387504748e-317
7328316,6436658,2.25825611390805e-315
7328337,4806248,4.94065645841247e-318
7328857,7329133,3.39568353992814e-318
7329381,4513849,3.17981212898263e-316
7329406,8813044,2.48249805419459e-316
7330186,6004719,2.40934570654005e-317
7330276,9341659,9.35174371367353e-318
7330288,5635962,2.44562445284852e-317
7331581,763456,4.94065645841247e-320
7331581,7103631,4.94065645841247e-320
7331731,10108227,9.31205043028008e-316
7333771,3247203,1.20354391326928e-318
7333830,10812817,4.94065645841247e-324
7333913,3247197,2.47032822920623e-317
7333987,3534555,4.94065645841247e-324
7334047,3247197,2.47032822920623e-317
7334053,3247206,2.47032822920623e-317
7334369,7430184,1.4029442131203e-315
7334721,3247197,2.47032822920623e-317
7335210,1082556,6.91691904177745e-317
7335618,9721015,4.86145822944976e-317
7335740,3247191,4.94065645841247e-318
7335959,4401716,5.4801614155742e-315
7337097,3247206,2.07507571253324e-315
7337275,3247205,1.23516411460312e-316
7337434,3247203,9.63428009390431e-318
7337647,992411,8.79436849597419e-315
7337921,2332193,5.26006989844883e-316
7338742,4803171,4.94065645841247e-320
7338742,4911029,4.94065645841247e-320
7339489,3308044,4.69361869483538e-318
7339681,10356134,9.88131291682493e-318
7339699,6436658,1.57810126557748e-314
7339793,11237466,5.01476136463219e-318
7341092,6840458,7.31217155845045e-318
7341211,10577862,2.10793107798168e-319
7341744,3247203,5.92878775009496e-317
7341782,5635962,2.01356449021944e-316
7341944,3247203,4.94065645841247e-317
7342208,4368018,9.63428009390431e-318
7342576,6436658,3.77983760802512e-315
7342746,10717566,2.34646893618771e-317
7342822,3247205,4.94065645841247e-316
7344115,9943983,3.95252516672997e-320
7344307,3247203,1.48219693752374e-316
7344821,8684892,4.94934213246635e-318
7344866,9809141,7.67552441000363e-314
7345573,3247180,2.47032822920623e-317
7345737,10516621,9.14453752246417e-318
7345939,5635962,4.69361869483538e-318
7346191,6436658,3.00360764302836e-315
7346401,6914694,4.4616449928e-317
