Transaction.Output.ID,Transaction.Output.Address,Transactions.Output.Value
12421430,601387,2.04112638693177e-316
12423994,10253480,6.94987816101152e-318
12424764,8587958,9.88131291682493e-320
12426169,10944320,2.4190936217325e-315
12428023,10898831,4.94065645841247e-324
12428944,3247206,9.88131291682493e-318
12429204,7814247,1.05736561971502e-315
12429465,11342586,4.94065645841247e-324
12429581,408360,1.02987983875608e-316
12429599,10243980,3.46428159045932e-316
12429928,10934203,2.3016889134266e-313
12429960,7289665,1.89311182923555e-317
12429963,3247205,3.95252516672997e-317
12430117,8563457,4.94065645841247e-324
12431159,7096403,6.4228533959362e-319
12431416,6990949,4.94065645841247e-319
12431545,10252030,9.65329173995628e-318
12431794,10333856,3.95252516672997e-320
12432036,9847203,1.58101006669199e-318
12432467,8042777,5.0345289311223e-316
12432660,3247215,5.92878775009496e-316
12432677,8642392,1.23516411460312e-313
12433074,11013569,1.63063443517543e-315
12433465,11307278,5.17886507127211e-316
12433841,10547078,2.02150486624657e-316
12434081,10981471,2.52225699891238e-317
12434307,11307278,1.34040252648808e-314
12434472,10338837,4.67982240574091e-314
12434545,3247203,6.17582057301558e-318
12434664,5599634,3.58892471862497e-316
12435175,7039198,4.08592289110711e-316
12435901,4550794,3.08238944876147e-316
12436019,6706124,6.91691904177745e-319
12436140,3247203,9.88131291682493e-318
12436200,9140641,1.29451622063803e-317
12436598,3466253,2.68381399477424e-318
12437024,7009588,2.42092166462211e-315
12437619,9875784,1.95536163028332e-317
12437927,9841392,4.21282562850402e-317
12437931,7965377,1.89829260159784e-317
12437961,6851189,2.47032822920623e-319
12438220,3247205,2.47032822920623e-316
12438645,8651649,5.49505246026739e-317
12438890,11307278,1.00046358027718e-315
12438972,9544886,3.70549234380935e-319
12439022,10940786,3.22309158786641e-318
12439340,11185994,5.23709584591721e-317
12440609,10996275,6.18377502991363e-316
12441446,10363804,1.87841950268578e-316
12441984,11232137,7.90505033345994e-320
12442227,4581734,3.93029221266712e-316
12442381,1173807,2.5434359133264e-316
12442445,9646334,3.35964639172048e-315
12443734,3247215,9.88131291682493e-318
12444756,10031396,9.88131291682493e-316
12445440,7551729,8.06265722013608e-315
12445465,9098338,2.0340827894584e-316
12446233,3247194,1.60818367721326e-315
12447434,9241953,1.23531732485396e-314
12448195,11221296,5.21401253076802e-315
12448653,11163566,1.64194812345005e-317
12448923,639755,3.95252516672997e-320
12449133,7971544,3.43375623859666e-317
12449428,9098338,2.36956467659383e-314
12449857,6534569,9.88131291682493e-316
12449941,9098338,7.42804131096942e-315
12450467,9158993,1.48219693752374e-315
12450679,2984070,3.13870072896592e-317
12451030,601387,4.89124939976269e-317
12451150,5275035,4.91898179852941e-315
12451409,4513849,4.44658587191476e-318
12451886,11016711,8.64667251180641e-318
12451904,10795674,3.95252516672997e-320
12451971,10344702,1.26636175641204e-315
12452505,10807206,2.47032822920623e-319
12452994,11163913,3.70549234380935e-315
12453331,9710100,4.94065645841247e-324
12453557,6436658,6.29115189773437e-316
12453713,10410479,1.23536174086145e-316
12454988,10071768,3.41354895368176e-316
12455259,6595934,5.92878775009496e-319
12455691,7302559,8.34892549063812e-315
12456487,89016,4.44658587191476e-318
12456636,4550794,7.94951609336596e-316
12457217,7357047,5.28447669194682e-316
12457492,4401716,2.25866146512652e-316
12458250,7164051,1.48105861027572e-316
12458534,408360,1.11407911382109e-315
12458736,11326847,1.42775090335203e-318
12459420,8399772,3.95252516672997e-320
12459552,3247203,1.23516411460312e-316
12460877,8720475,5.78540989967183e-316
12461214,9390692,4.94065645841247e-316
12461232,8250568,8.65851230094335e-316
12461705,9140641,4.94065645841247e-324
12461933,9140641,4.94065645841247e-324
12462544,3247206,4.94065645841247e-318
12462738,7987387,8.53033981483663e-319
12462749,7896841,3.12646222885278e-318
12462975,2332193,7.34922648188854e-317
12463193,3247203,1.97626258336499e-317
12463683,9375575,2.68381399477424e-318
12464232,3247200,1.48219693752374e-316
12464283,10543567,1.21283728806755e-317
12464696,4550794,5.68174998651788e-318
12464851,5151937,4.44658587191476e-318
12464885,10344702,3.16390430213096e-315
12465095,9003321,6.0618951614986e-316
12465894,3239817,4.94065645841247e-316
12466461,5151937,1.92685552471522e-317
12466829,2616530,7.70742209886086e-317
12466939,3247199,4.94065645841247e-318
12467028,3247200,6.91691904177745e-318
12467483,9098338,9.85015280918312e-314
12469496,2736391,7.34922648188854e-317
12469498,2616530,6.42284845527975e-318
12469891,11355447,4.94065645841247e-324
12470764,3247184,1.48219693752374e-316
12470794,949793,8.6004477299815e-316
12470994,4581734,2.18239556517845e-316
12471723,3247205,1.48219693752374e-315
12473752,4581734,2.455506259831e-316
12474486,3247203,4.94065645841247e-318
12474647,3247190,4.94065645841247e-318
12475137,10182278,1.478988786481e-315
12475256,3247203,9.88131291682493e-318
12475616,7041292,5.7055194847393e-318
12475751,3247203,6.17582057301558e-318
12475938,11241218,3.95252516672997e-320
12476009,8357964,1.97923339515277e-315
12478122,9304311,7.87293606648026e-315
12478271,7818767,5.08856489080796e-318
12478604,7873438,3.95252516672997e-320
12480366,4159023,4.44658587191476e-318
12480369,5536450,3.95252516672997e-320
12481368,10344702,6.64693341114798e-316
12481948,6554394,2.6160775947294e-316
12482255,8304186,1.20382553068741e-317
12482339,1920618,6.06688280359993e-316
12482474,7812287,1.72922976044436e-318
12482550,5635962,1.67982270179459e-317
12482581,4939335,2.32472649049804e-316
12482638,949793,8.71835600229587e-317
12482744,7091855,3.26923237853153e-320
12482864,3247205,4.94065645841247e-315
12484086,3247191,7.4109846876187e-317
12484705,9034267,4.94065645841247e-324
12484863,3247205,4.94065645841247e-318
12485530,6436658,1.88674806609086e-316
12486101,601387,5.16522925964006e-315
12486622,8438466,5.12540242536188e-318
12487079,7076002,4.94065645841247e-324
12487857,11243487,4.94065645841247e-319
12487925,1762183,3.89713375276692e-315
12488007,6787738,1.03363671392706e-317
12488235,3247191,4.94065645841247e-317
12489151,3247203,1.77863632502849e-317
12491725,8954897,5.92878775009496e-319
12492194,3247205,5.18768928133309e-318
12492664,7788316,1.42834378212704e-315
12492900,3247203,4.94065645841247e-318
12493687,9774206,3.82900875526966e-318
12493779,9212315,1.05495910500463e-317
12493894,7610786,9.9061693594672e-315
12494063,4562114,1.20189225181523e-317
12494695,9807341,2.96439387504748e-319
12494827,7762848,6.00065305674209e-314
12494949,8547543,2.50519691216148e-317
12495380,3247203,6.17582057301558e-318
12495728,4581734,5.63798936204226e-315
12495761,3247203,9.88131291682493e-318
12495912,9838744,1.47363230955308e-313
12496284,11307278,1.58546748248286e-315
12496623,11243487,4.94065645841247e-319
12496959,11243487,4.94065645841247e-319
12497091,9544886,3.28264443277323e-316
12497097,1762183,4.89124939976269e-317
12497802,10414163,4.94065645841247e-324
12498833,9416888,4.94065645841247e-324
12499017,10205343,2.20286974435524e-317
12499259,8658412,1.7847170577273e-315
12499582,9698945,5.92878775009496e-319
12500094,8333461,9.87562128058484e-317
12500822,9478348,4.94065645841247e-324
12500998,3247203,1.1116477031428e-317
12501492,10324641,4.94065645841247e-324
12501606,1948726,4.23648198569254e-316
12501625,6990949,4.94065645841247e-319
12502006,7583082,3.65115698034231e-317
12502483,10671195,1.02706139187281e-316
12503976,9427046,3.31456141934053e-316
12504488,10525934,1.3369697005751e-314
12505230,8213580,3.70073787598957e-315
12505305,9218788,1.20212100420925e-317
12505318,10333015,8.96106624488103e-318
12505397,8773023,1.19700248411834e-317
12505965,10525934,1.08025477200605e-315
12506169,8845531,1.61970276339883e-315
12506187,8624664,5.16142475160017e-318
12506372,9126408,4.94065645841247e-319
12506431,6755827,4.74300549679367e-315
12507034,3247191,9.88131291682493e-318
12508607,8493272,5.26699768693482e-317
12509104,89016,9.8294360240116e-316
12510861,9094676,9.88131291682493e-318
12511065,7295269,1.01777523043297e-316
12511799,6581614,4.94065645841247e-316
12512125,3308044,3.94758253400898e-317
12512762,10323863,5.72277324522337e-317
12513220,11080878,4.65310037121994e-318
12514028,1762183,4.44658587191476e-318
12514253,9838744,2.06856239571755e-316
12514284,6752378,4.94065645841247e-319
12516074,6851588,1.61855905577592e-315
12517176,1920618,4.67903511213426e-316
12517462,8023009,4.94065645841247e-319
12517524,11299736,7.4109846876187e-319
12517854,8499948,4.72352580259277e-315
12518173,8368458,2.47261081249002e-316
12518591,7319636,5.92878775009496e-319
12518864,7518988,2.69883359040781e-314
12518887,9687279,1.34957906908902e-314
12518963,8023009,4.94065645841247e-317
12519493,10792659,1.49684509164038e-314
12519667,5151937,4.44658587191476e-318
12519690,8143323,2.41449881122617e-316
12520008,8098049,2.37107681440356e-316
12520249,9305085,2.9863699149745e-317
12520515,6849766,4.19718647455056e-316
12520691,6674112,1.5876977392741e-315
12520968,3247200,4.94065645841247e-318
12521019,3247205,6.91691904177745e-318
12522019,9519114,2.62114720232138e-317
12522020,9998660,5.07751264231049e-318
12522421,6762445,1.20023367344214e-315
12522448,3247191,9.88131291682493e-318
12522858,3247205,2.47032822920623e-316
12523208,3247191,4.94065645841247e-318
12523533,7896841,6.57668567542534e-318
12523644,9035945,3.34072367748476e-319
12523694,8023009,4.94065645841247e-319
12524307,6088716,2.98780789303672e-316
12524597,11275140,4.94065645841247e-324
12525734,8051649,4.56022591111471e-316
12525741,6651923,3.83582686118227e-316
12525900,6436658,4.30801820509429e-315
12525934,6946860,2.66848896973466e-314
12526108,2736391,8.12305843010403e-316
12527221,6516115,3.73495066209668e-316
12527754,6594634,6.4228533959362e-319
12527897,7743911,2.47032822920623e-320
12527897,8562870,2.47032822920623e-320
12527927,89016,6.04456447499347e-316
12529926,9079055,1.43279037293961e-318
12530046,5599634,2.85666468901469e-316
12530395,10624526,4.91623034694772e-316
12530696,9838744,4.94065645841247e-324
12530825,5785734,4.42756661725184e-316
12531984,8559893,9.52712960696249e-317
12532108,3308044,9.05602314227692e-316
12532902,7063475,1.82641691957215e-317
12533047,5899331,1.43279037293961e-315
12533147,7887926,7.50979781678695e-316
12533279,6712598,5.06003922024028e-316
12533406,10531024,6.91691904177745e-319
12534677,10344702,9.56500467937268e-317
12535635,8753652,4.94065645841247e-320
12535689,3247209,1.48219693752374e-317
12536167,6851321,4.44659081257122e-320
12536839,8212558,1.10696324195472e-314
12536954,8134004,4.23414258485948e-318
12537158,7163816,2.47032822920623e-319
12537804,10525934,1.97981787975246e-315
12538292,3247203,3.70549234380935e-317
12538443,5785734,7.84082179950058e-317
12538687,8174256,1.97626258336499e-320
12539954,3247205,1.83231013459574e-317
12540544,10589688,4.94065645841247e-324
12541445,3247202,1.53160350210786e-316
12541483,9900480,1.03923137002152e-315
12541484,9931325,1.12313176501474e-317
12541674,3247203,9.88131291682493e-316
12542026,10333570,4.94065645841247e-324
12542851,6598137,4.94065645841247e-324
12543334,6064901,3.55727265005698e-320
12543776,7257167,2.47530231562844e-314
12544177,949793,2.7247555350219e-316
12544870,601387,7.34922648188854e-317
12545205,9764141,1.91250341176917e-318
12546792,3247200,2.81617418129511e-316
12547210,2736391,3.93029221266712e-316
12549178,1920618,6.69002922583121e-316
12549931,10687810,4.56279505247308e-316
12549933,7841937,1.83903733242952e-317
12550113,7464790,9.70129021744976e-318
12552255,8717591,1.07665689704122e-315
12552634,3247202,4.94065645841247e-317
12553108,9234760,1.96738175338099e-316
12553177,7025002,2.09765945320464e-314
12553918,4401716,4.44658587191476e-318
12554100,8155158,1.0948969014862e-317
12554372,7939320,4.94065645841247e-324
12554864,7593263,1.41872432400251e-318
12555242,5599634,1.43278987887397e-317
12555282,6944024,1.6098956146761e-317
12556133,783633,1.8980016018731e-315
12556368,10813265,7.00659195649764e-319
12557123,3247203,9.88131291682493e-318
12557433,9840633,4.64421707090772e-316
12557646,4581734,4.44658587191476e-318
12557732,7341751,9.85611556888703e-316
12559033,7830309,1.81129406421859e-319
12559465,4159023,4.69361869483538e-318
12559922,7209366,5.85497434260628e-318
12560010,6515304,4.03807757396384e-318
12560330,5599634,1.03249217627387e-315
12560736,6877697,1.01308639923424e-316
12561696,8134560,2.09757773474682e-316
12562471,408360,4.89049916107949e-316
12563171,6491629,5.6526220746312e-315
12563506,10273770,4.21767463084447e-315
12563515,8828455,4.16401746140817e-315
12563690,7165708,2.926417949017e-315
12564379,7787488,5.79846311403495e-318
12564401,5785734,4.44658587191476e-318
12565112,5599634,1.01836809438601e-315
12565216,8273217,4.25002679537328e-317
12565337,9845456,6.80688607704466e-316
12565510,9667643,3.58968335642416e-319
12566492,6883970,4.94065645841247e-324
12566638,8961383,5.10529395357614e-318
12566713,4581734,4.44658587191476e-318
12567448,7072559,4.89099050936427e-315
12567470,7831810,9.88131291682493e-316
12568009,638736,6.52826852670357e-316
12568820,10525936,5.92829368444912e-315
12569075,5151937,6.13825221655833e-316
12569182,10341826,4.34299512795123e-318
12569641,8459647,3.03703387662729e-316
12569771,8475146,6.31840791840537e-318
12569862,4513849,1.96391094221896e-316
12569873,7096934,2.84087746358717e-318
12570054,7805246,1.32793976157919e-314
12570086,7041432,4.94065645841247e-319
12570303,7096934,1.07032199721156e-315
12571393,2332193,9.81994482532873e-316
12572064,9915052,2.05658145202559e-315
12572104,5785734,2.42092117055646e-317
12572684,3247197,4.94065645841247e-318
12572766,7871327,1.97512425611697e-316
12572904,7326647,5.85497434260628e-318
12573052,3247215,1.08694442085074e-315
12573192,9094835,3.84284259335322e-317
12573622,3247203,9.88131291682493e-317
12574114,9977452,5.10016555217231e-318
12575823,8532148,1.39201067871621e-315
12576540,9511099,7.39762515255515e-315
12576719,8671470,7.70892109403035e-313
12576790,3247205,2.47032822920623e-316
12577042,1163160,2.47032822920623e-320
12577551,11232756,2.90979962118202e-315
12577990,11307278,4.1105890196626e-315
12579190,7822632,4.94065645841247e-324
12579295,3247205,4.94065645841247e-317
12579918,11068329,2.68381399477424e-318
12580346,9553093,6.36751804360199e-315
12580352,10704629,1.04138822842041e-315
12580859,8967602,2.47032822920623e-319
12580872,9676718,9.34498489563842e-318
12580996,6870242,5.35899666271562e-318
12581050,7568305,4.94065645841247e-319
12581086,3247190,9.88131291682493e-317
12581422,8208835,4.94065645841247e-324
12582467,5635962,4.9134828478912e-316
12583425,8443123,1.90906965553058e-317
12583459,11085927,6.66988621885683e-319
12583756,8321786,5.53600556165117e-318
12583845,10942411,1.3890878110587e-315
12584958,7382722,2.51832087672509e-316
12587154,10967867,5.04466715817496e-318
12588005,10967867,2.09483833836689e-316
12588613,7767126,1.18575755001899e-320
12588823,3247200,4.94065645841247e-316
12588933,3247202,1.14782911851905e-317
12589443,3247205,2.47032822920623e-317
12589472,10501470,4.62939510153248e-316
12589801,3247209,1.48219693752374e-316
12590850,10146411,2.22329540628561e-318
12591056,10803472,2.94428540326174e-319
12591491,3247206,1.87744945419674e-317
12591507,10636247,2.68381399477424e-318
12591535,3247190,4.94065645841247e-318
12591996,2490853,4.94065645841247e-320
12592271,4581734,3.19289923624906e-316
12592684,3247209,4.94065645841247e-317
12593020,6989891,1.2499859654026e-314
12593200,7802289,4.94065645841247e-324
12593564,7325978,1.10818924362192e-315
12593680,2332193,4.69361869483538e-318
12593817,6851934,2.18008531915915e-315
12594023,9514728,3.95252516672997e-320
12594370,4718115,4.14916309614853e-316
12594516,6700536,2.98751392397744e-316
12594932,8492102,4.94065645841247e-324
12595712,1948726,9.38724233032723e-318
12596574,9048143,6.30668374062955e-318
12596997,7944844,2.14817766549191e-314
12597022,8548329,4.84760671863805e-315
12597679,10242831,5.26699768693482e-317
12597856,3247213,4.94312678664167e-316
12599906,9283967,3.95252516672997e-319
12600191,3247213,2.47032822920623e-317
12600383,8741097,3.65608577922522e-315
12600481,6436658,1.45680146926185e-316
12600789,9283967,4.94065645841247e-324
12600812,7886426,1.41569174906834e-317
12601824,3247213,2.47032822920623e-316
12602215,9509570,1.67608134028489e-316
12602445,6538387,4.94065645841247e-324
12604426,2917599,2.23966582680148e-316
12604463,8412712,4.94065645841247e-324
12604839,9087720,2.62114720232138e-317
12606759,6088716,5.01337407770524e-316
12608640,3247205,8.62399297180627e-316
12608848,6644084,5.03630756744733e-318
12609759,1920618,6.17238088798924e-317
12609817,10573044,9.36833443806088e-318
12610154,638736,7.65665522333404e-316
12610688,6851189,1.18231667429444e-315
12611351,9140641,3.60004292488616e-317
12612110,10059841,9.88131291682493e-320
12612222,3308044,4.89124939976269e-317
12612505,7628579,4.62504732384908e-319
12612552,10736597,7.47448595694738e-317
12612884,3247213,1.23516411460312e-316
12613757,9837971,3.95252516672997e-320
12613800,11167482,3.95252516672997e-320
12613956,3247203,5.18768928133309e-318
12615455,6851189,1.42043873179358e-319
12615926,6851189,3.7994349738409e-315
12615991,3247205,4.94065645841247e-318
12616718,9172674,1.70996120025655e-316
12617203,3247213,4.94065645841247e-317
12617490,6911982,4.69362363549184e-318
12617566,3247215,9.88131291682493e-318
12617595,9764141,2.09197720421182e-317
12617768,7583088,9.90460317136989e-315
12618177,6990949,4.94065645841247e-316
12618231,8320646,5.56592366236918e-315
12618454,6088716,1.00969387277379e-315
12618826,6436658,7.89659699377601e-315
12619741,3247205,2.47032822920623e-317
12621275,6815301,4.94065645841247e-324
12621538,8078540,5.02346186065546e-318
12621660,7841937,1.4379247031312e-317
12622036,10525936,2.53910216710733e-317
12622107,3247203,7.4109846876187e-316
12622120,9379004,4.33759726314415e-316
12622675,7421342,9.14021444806306e-315
12622928,9226579,1.08072507309433e-315
12623257,7189751,2.79344716158641e-316
12623482,11068329,8.00429329974008e-318
12623755,3247215,9.88131291682493e-318
12623908,7686190,4.94065645841247e-324
12624319,7123559,9.2497869238513e-315
12624538,7749228,9.63449254213202e-317
12624665,9061995,4.94065645841247e-316
12624776,7349978,4.94065645841247e-319
12624970,8402257,5.42087838485724e-318
12625027,10345894,3.23612998026016e-316
12625533,3247205,1.48219693752374e-317
12626767,2736391,4.44658587191476e-318
12628245,7871327,2.38040828166313e-316
12628338,7686190,7.37489813284645e-317
12629769,3247195,7.4109846876187e-318
12630191,10525936,3.95988279232784e-315
12630459,3247213,1.48219693752374e-317
12630536,11307278,3.14379792518356e-315
12630655,11307278,7.69152434600771e-315
12630750,11307278,1.72969642026883e-315
12631089,6679959,2.44525439767979e-315
12631301,1455317,1.48219693752374e-316
12631703,4718115,3.58661026810703e-316
12632100,11307278,9.84488725021535e-315
12632200,7478907,1.89044930947011e-317
12633469,9502691,2.87546205879605e-315
12633486,7142818,1.97626258336499e-316
12633647,10631040,2.64835322354901e-316
12633715,10153343,5.42087838485724e-318
12634082,3247196,7.4109846876187e-317
12634129,10912828,3.95252516672997e-320
12634448,11307278,6.81287968620749e-317
12634605,7027104,1.97626258336499e-320
12634741,3247203,9.73309322307256e-316
12634789,5599634,2.75046345039822e-316
12635609,3247202,1.23516411460312e-316
12635693,3247206,4.94065645841247e-318
12636678,89016,9.80720306994874e-317
12637483,3247205,1.97626258336499e-317
12638448,10645700,1.26446097866024e-314
12638455,10386008,1.38021052352538e-314
12639064,10661117,4.94065645841247e-318
12639539,9640440,2.29671850191408e-314
12640087,6088716,1.21540129114321e-316
12640129,6088716,4.24172095898791e-316
12640508,9906944,4.89124989382834e-318
12640953,3247215,1.72922976044436e-317
12642292,8743232,1.24899795268667e-317
12642408,7348635,9.07223150926095e-317
12643316,9147090,1.23251098208495e-318
12643617,8773649,4.94091534881089e-317
12644100,10285975,4.94065645841247e-324
12644234,3247203,4.94065645841247e-318
12644513,3247205,3.95252516672997e-317
12644553,10721007,9.88131291682493e-321
12645780,6897592,4.44659081257122e-318
12645983,9401464,1.56371776908755e-314
12646041,5747371,9.88131291682493e-317
12646187,3247200,1.08694442085074e-317
12648672,4401716,6.44955764409392e-316
12649110,5785734,1.18185383359741e-315
12649437,3247193,4.94065645841247e-316
12650149,7475043,4.94065645841247e-324
12651698,8580929,1.31674947114027e-316
12652735,7039255,2.47032822920623e-320
12652925,3247203,9.83190635224081e-316
12653764,3247213,1.23516411460312e-317
12653927,6744819,3.45845952088873e-321
12654476,7082992,4.94065645841247e-324
12654972,7470556,6.70441399651644e-317
12655405,11338863,3.88176340510939e-316
12656051,2465146,7.4109846876187e-315
12656153,3247209,4.94065645841247e-318
12657109,408360,1.58789486158547e-315
12657216,6902119,6.65338442628573e-314
12657432,6088716,3.73533381000503e-316
12657774,11307278,5.35599437400554e-316
12658444,5635962,1.92685552471522e-317
12658775,10901019,3.70549234380935e-319
12659176,8350521,5.43472210425371e-318
12659652,7520891,1.26266937657047e-315
12659730,10455759,2.95688407723069e-316
12660004,10929979,2.52494570415705e-317
12660343,10455759,2.7085172770663e-318
12660349,3247205,4.94065645841247e-318
12660537,3247215,2.47032822920623e-317
12662371,3247203,1.77863632502849e-317
12662646,6836599,2.61516950207234e-317
12662730,10058582,5.6274077061318e-315
12663778,6935983,4.44659081257122e-317
12664177,3247200,4.94065645841247e-317
12664951,8598800,3.97630701659254e-316
12665445,6675365,9.65329173995628e-318
12666668,1948726,1.96391094221896e-316
12667000,8382364,3.23810624284353e-315
12667302,10288508,3.45845952088873e-317
12667852,1572980,4.44658587191476e-318
12668259,6990949,2.47032822920623e-316
12668276,6990949,4.94065645841247e-317
12668520,9747611,1.36559744510521e-317
12669013,9390606,2.02566914794911e-316
12669209,8725954,1.97626258336499e-320
12669308,6979372,9.65329173995628e-318
12669900,3247203,4.94065645841247e-318
12670759,8737513,4.94065645841247e-318
12670769,7720123,1.52694446306758e-313
12672217,10283107,4.94065645841247e-324
12672858,8217274,9.65329173995628e-318
12673202,2836934,6.83886282579248e-315
12673792,11307278,4.89712700231188e-316
12674031,3247213,4.94065645841247e-317
12674144,10256956,1.38878394586454e-315
12675184,6777537,4.23414258485948e-318
12675251,11307278,4.01693107025619e-317
12675614,3247202,4.94065645841247e-318
12675721,3247195,4.94065645841247e-318
12675829,8285916,4.02754409439451e-315
12675970,4581734,2.97199853346827e-316
12677767,6088716,4.89124939976269e-317
12677795,10213298,2.99432437187254e-316
12677874,9761261,5.00829019161609e-316
12678076,10489154,3.50176239848413e-317
12678308,7318373,6.09959097207051e-315
12679573,10111996,7.56647317396582e-316
12680034,10242831,2.6334989916871e-316
12680073,9570402,7.90505033345994e-320
12680081,10544716,5.25698692881878e-316
12680085,10788999,3.95252516672997e-320
12680126,9345097,2.47032822920623e-319
12680278,10525936,7.11059277494722e-318
12681297,4609771,3.10116211526054e-317
12681518,3247199,2.47032822920623e-317
12681573,7749228,4.94065645841247e-324
12682313,6792123,3.95252516672997e-320
12683080,10353842,5.88127417827025e-315
12683185,9345097,6.58374735570134e-317
12683908,10441521,2.61867687409217e-317
12684058,9293597,9.65329173995628e-318
12684180,6836599,1.1840864223785e-316
12685305,10664926,5.18712610578471e-315
12686049,9544886,5.27663229311205e-315
12688821,8454084,3.53941316509111e-317
12689007,638736,2.22008258138186e-315
12689145,7681973,2.40179025705758e-316
12689440,1762183,4.44658587191476e-318
12690895,3247209,4.94065645841247e-317
12691057,11307278,3.70549234380935e-319
12691246,6836599,2.54754846635581e-316
12691527,7784821,1.39079479304311e-316
12691909,3247200,9.88131291682493e-318
12692657,10513650,8.79436849597419e-316
12692804,10444757,1.29500932285586e-315
12693322,7567472,2.70599754227251e-316
12693375,3247209,4.94065645841247e-317
12693444,3247202,4.94065645841247e-318
12694107,1762183,1.57884879727501e-314
12694451,8722714,9.88131291682493e-315
12694537,8566867,3.30397836522429e-315
12696081,9200831,9.45289080895274e-317
12696198,638736,1.96391094221896e-316
12696208,9345097,1.06601115587584e-316
12696414,8197552,3.53941316509111e-317
12697027,8061671,2.17544218409201e-315
12697444,3247203,1.72922976044436e-316
12697982,3247203,1.23516411460312e-316
12698377,8920511,4.94065645841247e-324
12698401,8920511,6.27063671110898e-318
12698892,9866975,7.88567505509263e-317
12699087,11143233,8.50578969289477e-318
12699549,10584790,2.52005346613192e-317
12699616,9862981,4.94065645841247e-316
12700233,1920618,3.60420350109635e-316
12700700,6767021,4.94065645841247e-318
12701151,5832255,3.90311860214585e-314
12701193,6541548,3.70549234380935e-319
12701231,8713995,3.82696431162717e-316
12701330,3247209,4.94065645841247e-317
12701944,5469718,9.58487352932018e-316
12701984,10417338,2.47032822920623e-320
12702000,7955135,2.44463681562249e-320
12702094,1001908,4.94065645841247e-318
12702117,7460620,1.23516411460312e-316
12702641,3247200,1.5069002198158e-317
12702670,8037310,4.94065645841247e-324
12702954,9255237,1.12104909551323e-315
12703631,10723733,3.01247318168062e-316
12704187,10069175,6.07730536543177e-317
12704617,8755511,6.45377202405295e-318
12704641,6599772,8.89318162514244e-315
12704805,8576749,9.65329173995628e-318
12704844,4718115,4.04779619106349e-316
12705154,8971743,4.90201261985735e-316
12706593,10913103,1.21730462963725e-317
12706849,8625348,4.94065645841247e-324
12707626,7956599,5.43472210425371e-315
12707954,8761913,3.95252516672997e-320
12708312,6534639,4.94065645841247e-324
12708736,638736,3.20802526350406e-315
12709018,10209214,1.59174759537306e-317
12710037,9749170,6.2245488842811e-316
12710612,6990949,4.94065645841247e-317
12711310,285947,1.29050440759379e-314
12711583,10726989,6.61174496890675e-316
12711737,10905397,1.09264791466633e-317
12713735,7079593,6.91691904177745e-319
12713735,9718180,6.91691904177745e-319
12714093,6990949,2.47032822920623e-316
12714126,949793,4.44658587191476e-318
12714229,8145403,3.95252516672997e-320
12714412,3247203,1.27748775408846e-316
12714623,6088716,2.455506259831e-316
12714749,4921742,7.11119553503515e-315
12715449,11086868,1.32120099915084e-314
12715829,9873803,1.33417091750454e-317
12716891,9163733,5.71977821927828e-317
12717102,7719250,4.14274044037885e-315
12717181,9484103,1.08309960199481e-317
12717372,10419481,2.77627343973697e-316
12717783,11346454,2.54119453511747e-317
12718317,7584821,2.66757899765189e-314
12718553,8726206,4.94065645841247e-324
12718601,10588281,9.95161351757168e-316
12718969,8816766,7.19987043715073e-318
12719437,8080302,4.94065645841247e-324
12719780,10649498,3.95252516672997e-320
12719886,638736,4.44658587191476e-318
12720263,5151937,8.94914977675585e-316
12720384,11306635,1.95289130205411e-317
12720417,3247200,4.94065645841247e-318
12720492,9928501,4.94065645841247e-324
12720528,3060459,4.99646107429711e-316
12721481,7961422,2.54246527195858e-317
12721762,10363626,1.79769401799865e-316
12722351,10009847,5.26699768693482e-317
12723098,6088716,5.09349215808737e-316
12723225,3785213,1.34443090703562e-315
12723374,3247213,1.23516411460312e-317
12723612,3247206,4.94065645841247e-318
12725397,3247203,3.03850372192367e-317
12725478,10795280,3.46625785304268e-316
12725926,408360,5.66925249719319e-316
12726339,3247207,9.88131291682493e-318
12727106,9421743,1.97702542072217e-316
12727458,3247213,1.23516411460312e-317
12728157,6549637,5.26699768693482e-317
12728402,1572980,2.88178550618405e-316
12729658,10418407,3.95252516672997e-320
12729933,9451294,6.07206678738892e-316
12730066,9125100,1.31010166965578e-316
12730593,6812969,9.27855282889861e-315
12731627,9822219,8.34970941471707e-322
12731831,7876529,7.600454416208e-317
12732255,638736,4.44658587191476e-318
12732942,8373360,4.93818608077669e-316
12733640,7452190,1.60287741217692e-314
12733876,10225124,8.32312868297081e-317
12734414,9570883,2.91399917917167e-314
12735306,4550794,3.46078474203775e-316
12735528,7871327,5.70942260334145e-317
12736426,9907231,6.15684845221528e-318
12736944,9166678,5.78758378851353e-318
12737753,6904667,5.92878775009496e-320
12737827,10729292,4.94095783845643e-318
12738166,6647087,2.17388884170148e-320
12738215,3247199,4.94065645841247e-318
12738481,6088716,6.2408005314157e-315
12738652,6541548,9.88131291682493e-319
12739056,8415159,3.95252516672997e-320
12739640,9643169,5.81574553032648e-318
12739713,1948726,3.9031181080802e-317
12740726,9634628,1.97626258336499e-321
12740997,3247205,9.88131291682493e-318
12741444,3247213,2.47032822920623e-316
12741612,3308044,4.89124939976269e-317
12741619,3247213,2.02566914794911e-316
12741673,1572980,4.96637234306765e-315
